Movie Name,Storyline,Rating,Voting Count,Image URL,Duration,Year,Cleaned_Storyline
Beneath the Light,"Jacob takes a job at an isolated lighthouse, hoping to reconnect with a childhood friend. As strange events unfold, he grapples with reality, anxiety, and fractured memories while finding romance and an unexpected bond with the owner.",5.5, (216,"https://m.media-amazon.com/images/M/MV5BZTZiMDlmNTctYzUxMi00YjAyLTgzMzQtZDgzZDg4OTM4YTk5XkEyXkFqcGc@._V1_QL75_UY133_CR7,0,90,133_.jpg",1h 33m,2024.0,Jacob takes a job at an isolated lighthouse hoping to reconnect with a childhood friend as strange events unfold he grapples with reality anxiety and fractured memories while finding romance and an unexpected bond with the owner
Fighter,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,6.2, (54K,"https://m.media-amazon.com/images/M/MV5BZjdkNDRjNzEtZDY1MS00ZDZkLWJjYzAtZWM0MzEwMjdmY2MxXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 46m,2024.0,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission
Exhibiting Forgiveness,"A Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they struggle and learn that forgetting might be a greater challenge than forgiving.",7.0, (1.7K,"https://m.media-amazon.com/images/M/MV5BZGM1NmQ3ZmUtZWRmYi00Yjk3LTg0YjktZWVkMjZlZjgyOTAyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 57m,2024.0,A black artist on the path to success is derailed by an unexpected visit from his estranged father a recovering addict desperate to reconcile together they struggle and learn that forgetting might be a greater challenge than forgiving
The Courier,Follows a hustler and his rise to the top of the corruption that surrounded the real estate bubble after the arrival of the euro in Spain.,6.1, (5.7K,"https://m.media-amazon.com/images/M/MV5BMzY5NjdlOGYtNTY4Yi00MTdjLTg2ZTYtMGQ5OGI3MTQ5OTkxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 41m,2024.0,Follows a hustler and his rise to the top of the corruption that surrounded the real estate bubble after the arrival of the euro in spain
All Is Fine in '89,"With the backdrop of the Berlin Wall being torn down, the senior students - and even teachers - at Romano High are prepping for the last field party of the decade - and for some, the last party of their lives.",5.7, (123,"https://m.media-amazon.com/images/M/MV5BOTU2N2VhODAtMzk4My00OThmLWEwNWYtYzVhNDI3YmIwMzYwXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 40m,2024.0,With the backdrop of the berlin wall being torn down the senior students  and even teachers  at romano high are prepping for the last field party of the decade  and for some the last party of their lives
The Front Room,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",4.7, (6.6K,"https://m.media-amazon.com/images/M/MV5BNDIwNTNlMzAtYjkzNi00MDNjLWFlOGYtNDI1MDdkNWQwOWIwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 34m,2024.0,It tells the story of a newly pregnant couple who are forced to take in an ailing estranged stepmother
Grave Torture,Telling about the punishment of the grave which occurred after a man was buried.,6.1, (3.5K,"https://m.media-amazon.com/images/M/MV5BNzdkZmQ2MjUtOTdiMC00ODQ4LThlYmMtZDU3YjY1NDRlNTM3XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 57m,2024.0,Telling about the punishment of the grave which occurred after a man was buried
One to One: John & Yoko,"Set in 1972 New York, this documentary explores John and Yoko's world amid a turbulent era. Centered on the One to One charity concert for special needs children, it features unseen archives, home movies, and restored footage.",7.2, (1.5K,"https://m.media-amazon.com/images/M/MV5BODdlMjhkODYtYWI1My00NTAxLWFkMzItZWE4MzQ4YzFjZGMwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 41m,2024.0,Set in  new york this documentary explores john and yokos world amid a turbulent era centered on the one to one charity concert for special needs children it features unseen archives home movies and restored footage
Romance on the Ranch,"Sara sells her place and buys a camper to find happiness. Her truck breaks down, and she meets two brothers, Porter and Aiden, who smitten with her and soon she begins to have feelings for them both.",6.8, (611,"https://m.media-amazon.com/images/M/MV5BNmVhMWUyMGYtNTkzNS00MTIwLTg4YzctNTNjODgzNWRlZGU5XkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 28m,2024.0,Sara sells her place and buys a camper to find happiness her truck breaks down and she meets two brothers porter and aiden who smitten with her and soon she begins to have feelings for them both
Inheritance,"After the death of eccentric inventor Jan Peszek, a family gathers to inherit his fortune. Unexpectedly, he prepares a last game to test their reconciliation and teamwork.",5.1, (4.2K,"https://m.media-amazon.com/images/M/MV5BOTdhM2I5NGYtOWM0My00NDI3LTg3YWEtNTUyNzdiNDdlZDQ2XkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 34m,2024.0,After the death of eccentric inventor jan peszek a family gathers to inherit his fortune unexpectedly he prepares a last game to test their reconciliation and teamwork
Holy Cow,"Totone's carefree teenage life of drinking and dancing takes a turn when he must provide for his 7-year-old sister. Seeking income, he channels his energy into producing an award-winning comté cheese to claim a competition prize.",7.0, (4.2K,"https://m.media-amazon.com/images/M/MV5BNmMwMjRjMWQtZDhmYy00MGY5LThiODgtYjE4YWQzZmYwNjIzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 32m,2024.0,Totones carefree teenage life of drinking and dancing takes a turn when he must provide for his yearold sister seeking income he channels his energy into producing an awardwinning comt cheese to claim a competition prize
Spin the Bottle,The story of a group of teenagers in small town Texas who unleash a deadly force after playing the famous game in an abandoned house where a grisly massacre once took place.,3.6, (1.6K,"https://m.media-amazon.com/images/M/MV5BZmJjOWJkZmUtZmFhMi00NTg1LWI5Y2QtNTYxOGI4N2M2NDhlXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 4m,2024.0,The story of a group of teenagers in small town texas who unleash a deadly force after playing the famous game in an abandoned house where a grisly massacre once took place
Avicii - I'm Tim,"This is the story of Tim Bergling, a shy and insecure boy who, without realizing it, suddenly created one of the world's most loved artists - Avicii.",7.7, (8.3K,"https://m.media-amazon.com/images/M/MV5BYmJiNjAyZmMtOTkyOS00ZmI0LWI0MWMtYmQ0ZDQzYWU1NDVlXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 35m,2024.0,This is the story of tim bergling a shy and insecure boy who without realizing it suddenly created one of the worlds most loved artists  avicii
Amar Singh Chamkila,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's.",7.8, (17K,"https://m.media-amazon.com/images/M/MV5BYTc1NzAwMGItZWNiNS00ZWI4LWE0ZTEtMmI4OTcyODYzZWQ2XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 25m,2024.0,Follows the life of pop star duo amar singh chamkila and amarjot kaur whose songs that were social commentaries or devotionals became massive hits in the s
Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",6.4, (9.4K,"https://m.media-amazon.com/images/M/MV5BZWQ0OTAzMjMtNTJkYS00ODUwLTg5NGYtYTUwOWMzZjU1NThlXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 51m,2024.0,When a girls body is found on a beach in polands tricity a prosecutor teams up with the victims mother on an impassioned quest for the truth
Love Across Time,A real estate inspector working in England at an old Georgian manor accidentally opens a portal to its 18th-century past and its dashing then-owner.,7.0, (1.2K,"https://m.media-amazon.com/images/M/MV5BOTVlY2JlNGQtOWMwZC00OWQ2LThkM2MtNmI1ODAxNjI3ZDUwXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 36m,2024.0,A real estate inspector working in england at an old georgian manor accidentally opens a portal to its thcentury past and its dashing thenowner
Armor,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.,3.6, (5.5K,"https://m.media-amazon.com/images/M/MV5BMGFiM2VkMmUtZWU5Yy00NjAyLWEwN2QtNGQ4OGQ2ZGE3MDZjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 29m,2024.0,A father and son working as security guards for an armored truck company encounter a team of wouldbe robbers while on a bridge they become trapped and must come up with a plan to escape and ensure their survival
El 47,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom.",7.2, (4.9K,"https://m.media-amazon.com/images/M/MV5BMTY2ZmY3MGEtMjkyNi00OWU4LTk3YWItZmRkNTk1OTA4YmE1XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 50m,2024.0,Inspired on the true story of manolo vital a bus driver who helped create the modern barcelona during the s citys boom
Sound of Hope: The Story of Possum Trot,"The true story of Donna and Reverend WC Martin and their church in East Texas, in which 22 families adopted 77 children from the local foster system, igniting a movement for vulnerable children everywhere.",7.1, (2.5K,"https://m.media-amazon.com/images/M/MV5BOTkzYmNlZjQtYTRhMC00OWEyLTlmOGEtNGZmNTllMWExMGU1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 10m,2024.0,The true story of donna and reverend wc martin and their church in east texas in which  families adopted  children from the local foster system igniting a movement for vulnerable children everywhere
Sookshma Darshini,"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister.",7.8, (13K,"https://m.media-amazon.com/images/M/MV5BZDBmY2U2MGUtMWIxNi00ZWNjLTg5OWMtZWFhNDU0M2I4OTIzXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 22m,2024.0,Manuel returns with his mother to their former home in a middleclass neighbourhood suspicious of his intentions priyadarshini and her friends begin gathering clues convinced he may be hiding something sinister
The Last Breath,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,4.7, (3K,"https://m.media-amazon.com/images/M/MV5BY2Q3MjQ3ZjMtMmQ3My00MTNlLWI5NzEtYzJjMTE3OWQyNjQ3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 36m,2024.0,A group of old college friends reunite on a caribbean scuba diving trip exploring the wreckage of a wwii battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks
Let's Start a Cult,"After missing out on a long-awaited mass suicide, an obnoxious cult member teams up with his former leader to gain a new following.",5.9, (2.1K,"https://m.media-amazon.com/images/M/MV5BMzlmNTMyMGUtMDBmYi00NTI2LTg0YjYtMTZhM2JmMDg2MjkyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 30m,2024.0,After missing out on a longawaited mass suicide an obnoxious cult member teams up with his former leader to gain a new following
How to Date Billy Walsh,"Follows a pair of childhood friends: Amelia and Archie. Archie has always kept his love for her a secret, but just as he builds up the courage to declare his feelings, Amelia falls for Billy Walsh, the new transfer student.",5.2, (4.3K,"https://m.media-amazon.com/images/M/MV5BM2Y2NDRkYzAtZDVkNi00OGI5LWEyOWYtYmJkYjk0NTEyMDJjXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 38m,2024.0,Follows a pair of childhood friends amelia and archie archie has always kept his love for her a secret but just as he builds up the courage to declare his feelings amelia falls for billy walsh the new transfer student
Gunner,"Lee Gunner tries to save his sons, Luke and Travis, from a dangerous drug gang.",3.1, (3.3K,"https://m.media-amazon.com/images/M/MV5BNTIxZDA0NjctZWVjMi00NDIwLWI1YTUtZDY5M2E0NTI3Njg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 46m,2024.0,Lee gunner tries to save his sons luke and travis from a dangerous drug gang
Matt and Mara,"A young professor struggles in her marriage, only to meet Matt, a man from her past who wanders onto her university campus.",6.5, (1.4K,"https://m.media-amazon.com/images/M/MV5BODNlYmQ5ZDgtOTgyMC00MTBlLThjNWQtNGYwNGE3OWRhZTQzXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 20m,2024.0,A young professor struggles in her marriage only to meet matt a man from her past who wanders onto her university campus
The Goat Life,"An Indian man seeking work follows a job lead to Saudi Arabia, only to find himself forced to labor without pay as a goat herder in the remote desert.",7.1, (50K,"https://m.media-amazon.com/images/M/MV5BMjJiNjk2MzgtYWIzNy00Yzc0LTg4YzUtYjQ5OGZjZTc1YjU0XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 53m,2024.0,An indian man seeking work follows a job lead to saudi arabia only to find himself forced to labor without pay as a goat herder in the remote desert
The Great Lillian Hall,"Lillian Hall, a Broadway actress, has never missed a performance throughout her long, illustrious career. Yet in the rehearsals her confidence is challenged. People and events conspire to take away her ability to do what she loves most.",7.3, (2.4K,"https://m.media-amazon.com/images/M/MV5BMDIzMWI0MDUtYjVhZi00OWMyLWE5ZmEtYWMyMWVlNjcyYjZkXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 50m,2024.0,Lillian hall a broadway actress has never missed a performance throughout her long illustrious career yet in the rehearsals her confidence is challenged people and events conspire to take away her ability to do what she loves most
Macbeth,"Macbeth encounters witches who foretell his kingship. Lady Macbeth hatches a plot to seize the throne. Guilt and paranoia consume them as rebellion and Lady Macbeth's spiral lead to their downfall, prophecies' sinister unraveling.",7.9, (191,"https://m.media-amazon.com/images/M/MV5BM2UyODI0MjMtZjk0ZS00MTkzLWEwNDUtOTkxMzRhZjA5MzcyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 36m,2024.0,Macbeth encounters witches who foretell his kingship lady macbeth hatches a plot to seize the throne guilt and paranoia consume them as rebellion and lady macbeths spiral lead to their downfall prophecies sinister unraveling
Haikyu!! The Dumpster Battle,"Despite a strong field, the Karasuno High volleyball team advances past the preliminary round of the Harutaka tournament in Miyagi prefecture to reach the third round.",7.7, (7.7K,"https://m.media-amazon.com/images/M/MV5BZWFiNmRkY2MtN2ViZC00MzhhLWI0YWYtNzVlZWFmZDI3ZjE3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 25m,2024.0,Despite a strong field the karasuno high volleyball team advances past the preliminary round of the harutaka tournament in miyagi prefecture to reach the third round
Kill the Jockey,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey is pregnant by Remo and has to decide between child or continuing to race. They both race for Sirena, a businessman who saved Remo's life in the past .",6.3, (2.9K,"https://m.media-amazon.com/images/M/MV5BM2M2ZWQ4MDctMmEwZi00MDM1LTg1ODgtMTc2Y2Y4ZTg4NzdmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 36m,2024.0,Remos selfdestructive behavior overshadows his talent abril an upcoming jockey is pregnant by remo and has to decide between child or continuing to race they both race for sirena a businessman who saved remos life in the past 
"Beautiful Evening, Beautiful Day","Four close friends are renowned filmmakers in Yugoslavia in the 1950s, but their sexual orientation raises suspicion. A communist party loyalist is sent to sabotage their lives, turning their pursuit of freedom into a battle for survival.",8.2, (504,"https://m.media-amazon.com/images/M/MV5BNzhhYzc2YzQtZjAwZi00ZjNjLWE4ZDEtOWU4MWIyN2VhODhjXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 17m,2024.0,Four close friends are renowned filmmakers in yugoslavia in the s but their sexual orientation raises suspicion a communist party loyalist is sent to sabotage their lives turning their pursuit of freedom into a battle for survival
#MissingCouple,"A real #vanlife couple were on an adventure to renovate an abandoned farm in middle-of-nowhere Mississippi. Cameras blazing, they chronicled their project on social media. But the farm was full of disturbing surprises, especially at night.",5.3, (1.2K,"https://m.media-amazon.com/images/M/MV5BNDcwNTA1NjMtMzQ1YS00NzdmLWFkMzAtMmQyMzM5YmUwMjg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 33m,2024.0,A real vanlife couple were on an adventure to renovate an abandoned farm in middleofnowhere mississippi cameras blazing they chronicled their project on social media but the farm was full of disturbing surprises especially at night
Escape from the 21st Century,"Three friends discover they have the power to travel back and forth 20 years with a sneeze. However, the future is not as good as they hoped, and they need to take on the responsibility of saving the world.",6.4, (1.5K,"https://m.media-amazon.com/images/M/MV5BOTc5MDJkZGYtNjc1Mi00ZDhkLTk5ODktYzkyMzg1M2U3NWMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 38m,2024.0,Three friends discover they have the power to travel back and forth  years with a sneeze however the future is not as good as they hoped and they need to take on the responsibility of saving the world
Reading Lolita in Tehran,The autobiographical story of a fearless teacher who secretly gathers seven of her female students to read forbidden Western classics in revolutionary Iran.,6.1, (1.1K,"https://m.media-amazon.com/images/M/MV5BMjg4MzU2OTAtYjBmMy00OTQ0LWJhZGEtN2IzZjc3OTRiYmM1XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 48m,2024.0,The autobiographical story of a fearless teacher who secretly gathers seven of her female students to read forbidden western classics in revolutionary iran
Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,5.6, (6.4K,"https://m.media-amazon.com/images/M/MV5BYmIwZTg5OTktOWM2YS00MjA5LWFlOWEtZTY0ZTk1MWZlNjgzXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 32m,2024.0,A boy and his stepmother fear for their safety after an eerie creature resembling the boys recently deceased father visits them
Ultraman: Rising,"Ken Sato is a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy, as his own child.",6.9, (7.3K,"https://m.media-amazon.com/images/M/MV5BYzlhM2QwZDktNTdhOS00NGFjLTkxMzQtZmVmZDFlYzgxZjUxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 57m,2024.0,Ken sato is a superstar baseball player who returns to japan to become the latest hero to carry the mantle of ultraman however he is compelled to raise a newborn kaiju monster the offspring of his greatest enemy as his own child
Dead Mail,"An ominous help note finds its way to a 1980s post office, connecting a dead letter investigator to a kidnapped keyboard technician.",6.0, (3.3K,"https://m.media-amazon.com/images/M/MV5BYzVkYmRjZDgtMjdlYy00ODRjLWJjNmUtNGQ0ZmQyN2ZmNmI3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 46m,2024.0,An ominous help note finds its way to a s post office connecting a dead letter investigator to a kidnapped keyboard technician
The Ties That Bind Us,"Exploring the challenges of modern family structures, the film follows a single father, a feminist librarian and a child seeking a place to belong as they navigate love and desires. It questions what it means to be a family.",7.2, (1.6K,"https://m.media-amazon.com/images/M/MV5BMGYzMjhlYTQtZTYwMi00ZWYxLTllZjAtZDNiZjg4ODYzOWIzXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 46m,2024.0,Exploring the challenges of modern family structures the film follows a single father a feminist librarian and a child seeking a place to belong as they navigate love and desires it questions what it means to be a family
The American Society of Magical Negroes,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.,3.8, (13K,"https://m.media-amazon.com/images/M/MV5BYTk0YWRlNjAtY2NhZi00MWIxLWIwMTUtMmJhOTcwMjM1MzlhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 44m,2024.0,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance making white peoples lives easier
My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family.",7.0, (3.7K,"https://m.media-amazon.com/images/M/MV5BNGVmZDJhNjItYzdlOC00ODA2LWFkYjctY2NmMzNiZTQ2NTVjXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 50m,2024.0,Deku bakugo todoroki and the rest of ua high class a must face off against dark might and the obscure crime organisation under his control the gollini family
Premalu,"Sachin's quest for love takes unexpected turns, creating a laughter-filled love triangle.",7.8, (23K,"https://m.media-amazon.com/images/M/MV5BZmYzYjA5OTktNTJlMy00NmU2LTk0M2ItOTc2NDlhOTI1ODAzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 36m,2024.0,Sachins quest for love takes unexpected turns creating a laughterfilled love triangle
The Good Teacher,"When a Literature teacher is confronted with a teenage student's complaint of inappropriate behavior, he is called upon to fight to protect his name, his position in the school, and his longtime gay relationship, which no one knows.",6.6, (2.5K,"https://m.media-amazon.com/images/M/MV5BYWU3N2RjNGMtNTAwOS00MDQyLThjYjItZDM0NWYyNjY3NDdhXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 31m,2024.0,When a literature teacher is confronted with a teenage students complaint of inappropriate behavior he is called upon to fight to protect his name his position in the school and his longtime gay relationship which no one knows
Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?",5.6, (4.3K,"https://m.media-amazon.com/images/M/MV5BY2M2N2NiZjEtZDYwZi00YzlhLWFkZDEtMzRhNmE4MzM4YjliXkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 34m,2024.0,After losing his drug empire ferry bouman seems to have found peace away from brabants underworld why would he put it all on the line and come back
Goyo,"A young autistic museum guide lives by a strict routine until he falls in love with his coworker and must confront a whirlwind of new, intense emotions.",6.6, (2.4K,"https://m.media-amazon.com/images/M/MV5BYWVlOTUzN2UtNWEyMC00NTM5LTlmOWQtY2Q3ZDdmODI2YTc5XkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 46m,2024.0,A young autistic museum guide lives by a strict routine until he falls in love with his coworker and must confront a whirlwind of new intense emotions
Everyone Is Going to Die,An entrepreneur is attempting to reconnect with his daughter on her Birthday. The party is interrupted and they are taken hostage by two masked female robbers who appear to have real problems with the Patriarchy.,3.8, (655,"https://m.media-amazon.com/images/M/MV5BZjgyM2ZkYzYtNjE3OC00ZGE2LTkyMzktZjY4NjgxOWY2MmE4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 24m,2024.0,An entrepreneur is attempting to reconnect with his daughter on her birthday the party is interrupted and they are taken hostage by two masked female robbers who appear to have real problems with the patriarchy
Lola,"Lola James works to save enough money to get her little brother, Arlo, out of their toxic home. Arlo keeps her hopeful, until one tragic night, when her whole world gets uprooted. From that moment on, nothing will ever be the same.",3.8, (1.3K,"https://m.media-amazon.com/images/M/MV5BZjI3MTEyODgtYjZiMi00ODY1LWIzMjgtNTRmNGI2OTVlNjljXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 24m,2024.0,Lola james works to save enough money to get her little brother arlo out of their toxic home arlo keeps her hopeful until one tragic night when her whole world gets uprooted from that moment on nothing will ever be the same
Through My Window: Looking at You,"After the events of the summer, Ares and Raquel can't find a way to carry on their relationship and decide to go their separate ways. When they see each other again in winter, the love and attraction they feel for each other is undeniable.",5.5, (6.6K,"https://m.media-amazon.com/images/M/MV5BOWNiNTAwOWItNjY4NC00MzY1LTk5NzEtYzE0Mzk2YWNhMjc2XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 45m,2024.0,After the events of the summer ares and raquel cant find a way to carry on their relationship and decide to go their separate ways when they see each other again in winter the love and attraction they feel for each other is undeniable
Maldoror,"Two girls vanish. Police recruit Paul Chartier joins a covert unit tracking a sex offender. After the operation falters, Chartier pursues the perpetrators independently, disillusioned with legal constraints.",6.6, (1.9K,"https://m.media-amazon.com/images/M/MV5BYzNiODkyODAtN2ZlZS00ZjJmLWI3YWQtYjU5YzBiYzg5Njk5XkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",2h 35m,2024.0,Two girls vanish police recruit paul chartier joins a covert unit tracking a sex offender after the operation falters chartier pursues the perpetrators independently disillusioned with legal constraints
A Little Something Extra,"To escape the police, a son and his father find refuge in a summer camp for young adults with disabilities, posing as a resident and his educator. The beginning of trouble and a wonderful human experience that will change them forever.",7.0, (6.3K,"https://m.media-amazon.com/images/M/MV5BZTAwODk4M2UtNjEyZC00Y2QzLWJlZDEtNjY2YmE5NGExMzVjXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 39m,2024.0,To escape the police a son and his father find refuge in a summer camp for young adults with disabilities posing as a resident and his educator the beginning of trouble and a wonderful human experience that will change them forever
The Thundermans Return,"It centers on the family as they begin a new era of superhero crimefighting. When one save goes wrong, the Thundermans are sent back to Hiddenville.",5.0, (2.1K,"https://m.media-amazon.com/images/M/MV5BNzg2ZTgxMzUtZDUzNy00M2Y0LWE2NzItZjdmNzE5NmZlY2NlXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 10m,2024.0,It centers on the family as they begin a new era of superhero crimefighting when one save goes wrong the thundermans are sent back to hiddenville
The Beautiful Game,Advocates to end homelessness organize an annual tournament for homeless men to compete in a series of football matches known as The Homeless World Cup.,6.3, (8.8K,"https://m.media-amazon.com/images/M/MV5BMzFhMDY4ZjMtM2I4MS00ODE1LWJhNDMtMzg0Njc1M2ZjZGMyXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 5m,2024.0,Advocates to end homelessness organize an annual tournament for homeless men to compete in a series of football matches known as the homeless world cup
The Parades,"A mother searches for her missing son after a devastating calamity, only to realize that she has died and is now confined to a realm of restless spirits.",6.6, (1K,"https://m.media-amazon.com/images/M/MV5BM2ViNTk0NTEtYjVlYi00NzQzLTk3MWEtNmU1Y2VhMzRjMDMyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 12m,2024.0,A mother searches for her missing son after a devastating calamity only to realize that she has died and is now confined to a realm of restless spirits
The Paradise of Thorns,"Unmarried gay couple builds home, durian farm together. After one partner's accidental death, his family seizes assets due to lack of legal marriage recognition. Surviving partner fights to reclaim their shared property and life's work.",7.6, (1.7K,"https://m.media-amazon.com/images/M/MV5BMzZlMmQwZjktZjQ3Yy00MzJjLTliYzYtNzIxMWE0MWM0M2U0XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 11m,2024.0,Unmarried gay couple builds home durian farm together after one partners accidental death his family seizes assets due to lack of legal marriage recognition surviving partner fights to reclaim their shared property and lifes work
Grafted,A bright but socially awkward exchange student takes her craving for popularity to horrifying heights.,5.6, (3.3K,"https://m.media-amazon.com/images/M/MV5BYTljYWQwNDktZGE2MS00YWE1LThkY2YtN2ZkNTJmOTAwNGU4XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 36m,2024.0,A bright but socially awkward exchange student takes her craving for popularity to horrifying heights
Bad Shabbos,An engaged interfaith couple are about to have their parents meet for the first time over a Shabbat dinner when an accidental death gets in the way.,6.4, (1.5K,"https://m.media-amazon.com/images/M/MV5BODUwZDJmMTQtNTdmMi00NmQzLWFjNzItNTNlOWRjNDg4Y2E5XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 24m,2024.0,An engaged interfaith couple are about to have their parents meet for the first time over a shabbat dinner when an accidental death gets in the way
