Movie Name,Storyline,Rating,Voting Count,Image URL,Duration,Year
The Children's Train,A seven-year-old boy named Amerigo who in 1946 leaves his impoverished family in Naples and gets on a train to go live with a wealthier family in the north as part of a postwar initiative to rescue children from poverty.,7.4, (9.6K,"https://m.media-amazon.com/images/M/MV5BOTBiZTY0NDctOWUyMy00ZGYzLWI2ZGUtNjQwMzI0ZWU5ZmQ3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 46m,2024
Winnie-the-Pooh: Blood and Honey 2,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.",4.6, (13K,"https://m.media-amazon.com/images/M/MV5BZmU2YmNlOTYtYWY5OS00YTk1LWExNzctMTAxYzY3ZDA1OTE5XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 33m,2024
Out of My Mind,"Melody Brooks is navigating sixth grade as a nonverbal wheelchair user who has cerebral palsy. With the help of some assistive technology and her devoted allies, Melody shows that what she has to say is more important than how she says it.",7.4, (3.3K,"https://m.media-amazon.com/images/M/MV5BM2U1OGJiZTYtMzhiYi00MTc3LWJlZDYtNGI1N2Q3NWE3ODg1XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 42m,2024
I Love You Forever,A subversive romantic comedy gone wrong that follows a young woman into and out of an emotionally abusive relationship.,5.7, (959,"https://m.media-amazon.com/images/M/MV5BN2YzMDM5ZDctYmNlYy00ZTUwLThlYzEtYTI1NTYyNDAxMzMzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 29m,2024
Santosh,"Newly widowed Santosh inherits her husband's job as a police constable in the rural badlands of Northern India. When a girl's body is found, she's pulled into the investigation under the wing of charismatic feminist inspector Sharma.",7.1, (3.5K,"https://m.media-amazon.com/images/M/MV5BNGEyY2ZmODQtMmFkZC00NzIwLWEwYzYtMjBmNDI4MDA0NTViXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",2h 8m,2024
The Prosecutor,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces.",6.5, (4.3K,"https://m.media-amazon.com/images/M/MV5BMWUxZmZhZDMtYzQ5NS00Y2FkLTg0Y2ItMTVjZWM0N2FmZGQxXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 57m,2024
Cult Killer,"After a renowned private investigator is murdered, his protégé takes on the case. As her investigation unfolds, she is forced into a dangerous alliance with his killer to uncover the town's grisly secrets and bring justice to its victims.",4.8, (3.3K,"https://m.media-amazon.com/images/M/MV5BZWI1ZTMwOGQtMDAyOC00NGZhLTgwODctYTljYWEyMWM4MTk0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 45m,2024
Viet and Nam,"In the underground coal mines, Nam and Viet, young miners, face danger and darkness. One prepares to leave for a new life, but they must find Nam's father's remains, a soldier lost in a faraway forest, retracing the past through memories.",6.4, (822,"https://m.media-amazon.com/images/M/MV5BYzI3NTdmYWEtOTAzNC00ZTEyLWE4ZWYtM2I1YjcyMzE2ZjM2XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",2h 9m,2024
Dream Story,"High-society couple's marriage is tested when the husband discovers a secret erotic society and attends a masked ball, ignoring warnings of potential consequences, after his wife admits having fantasies about another man.",5.6, (315,"https://m.media-amazon.com/images/M/MV5BNjYzMGIwODItMTRmNy00ZTM1LTgyZmYtOWQwM2I0YzVmNTQ1XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 49m,2024
Seeking Haven for Mr. Rambo,"On a quest to save Rambo, his dog and best friend; Hassan is forced to confront the fears of his past and rediscovers himself.",8.0, (1.8K,"https://m.media-amazon.com/images/M/MV5BNmIzNWZjNTUtMDAxZi00ZmVkLWE4YmMtNjExMzZkZTBmODg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 40m,2024
Mon Potongo,"Two young outcasts from different faiths dream of owning a luxury armchair they see in a store window. Working as laborers in the big city, they fight against social barriers and poverty to make their shared dream come true.",4.6, (965,"https://m.media-amazon.com/images/M/MV5BNDFhOTlhODQtNDRmMC00ZGRiLTk0OWItZTI2ODc5NGNiMmQzXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 29m,2024
Race for Glory: Audi vs. Lancia,"A true David vs. Goliath story spotlighting the intense rivalry between Audi and Lancia at the 1983 Rally World Championship. Against all odds, Lancia battles to regain its former glory with a combination of innovation and courage.",5.8, (5.9K,"https://m.media-amazon.com/images/M/MV5BMzAyZTNkMmUtMDViYy00NDQ4LWEwOTQtY2MyMmI3Mjg2ODZjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 49m,2024
The Blue Angels,Follows the veterans and newest class of Navy and Marine Corps flight squadron as they go through intense training and into a season of heart-stopping aerial artistry.,7.3, (3K,"https://m.media-amazon.com/images/M/MV5BMzczNmI3YTYtZjhiYy00N2RmLTliZDktZDQ5NTEzMWE1ZjAyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 33m,2024
The Silent Planet,"Follows two inmates in the near future who are sentenced to a lifetime of hard labor on a distant planet. As things unravel, they become increasingly paranoid and start to lose a sense of who they are and their past lives.",4.7, (417,"https://m.media-amazon.com/images/M/MV5BMWNkYzFmNTgtZWQwMi00YTc0LWIzYTktNzVjN2NjY2U3OWM1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 35m,2024
Do Patti,Twin sisters harbouring deep secrets and a determined police inspector seeking to uncover the truth in an attempted murder case.,6.3, (70K,"https://m.media-amazon.com/images/M/MV5BZjRmMzA2MWYtZGEyMS00YjY4LWJiOTEtNjU1NWMyYTRjM2M3XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 6m,2024
The Stickman's Hollow,A series of mysterious and savage murders plague an area of remote wilderness known for its insidious past.,5.4, (51,"https://m.media-amazon.com/images/M/MV5BMWE0NmY5NGUtYWYwYS00NjczLWEyMDctMTJjZjI4MmVlMTc1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 23m,2024
Strangers,"A frustrated woman encounters a mysterious hitman. Their romance leads to vigilante killings of criminals. As she delves deeper, she questions her partner's true nature and their hidden motives.",4.3, (558,"https://m.media-amazon.com/images/M/MV5BYzMwNTJjNDQtZmQzNC00OGQwLWEwOTgtNGViZWUwZDYwOGQ3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 46m,2024
Bureau 749,A traumatized young man with physical abnormalities is forced to join a mysterious bureau to confront a disaster spreading across the earth caused by an unknown creature. He embarks on an adventure uncovering mysteries about his life.,3.9, (755,"https://m.media-amazon.com/images/M/MV5BZDNkY2FiY2QtOGRmMi00NDNlLTg2ZGQtNjljNTQyMmZkNDEwXkEyXkFqcGc@._V1_QL75_UX90_CR0,13,90,133_.jpg",2h 3m,2024
Riefenstahl,"Explores Leni Riefenstahl's artistic legacy and her complex ties to the Nazi regime, juxtaposing her self-portrayal with evidence suggesting awareness of the regime's atrocities.",7.2, (1.8K,"https://m.media-amazon.com/images/M/MV5BMTljOTA3NWItZjRlOC00NDg2LWJiZDQtMGIxYmRlZTg0NTJmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 55m,2024
The Lost Children,"Four Indigenous children are stranded in the Colombian Amazon after their plane crashes. Guided by ancestral knowledge, they're able to survive while awaiting rescue amid the jungle's challenges.",7.0, (3.4K,"https://m.media-amazon.com/images/M/MV5BZjcxZjFhMWItN2Y2MC00MmZhLWExNzEtOTBiNmYyODgyYWRkXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 36m,2024
Watchmen: Chapter II,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered.",7.1, (4.4K,"https://m.media-amazon.com/images/M/MV5BOGEyYTQ2ODctNzQ1NS00NWEyLWE5NzEtNjgzYTIwYjlmODE0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 30m,2024
Dragonkeeper,"The fate of ancient China rests on the shoulders of one young girl, who must find the last remaining dragon egg and fulfill her destiny.",5.8, (2.2K,"https://m.media-amazon.com/images/M/MV5BMjU3ZjQxNTUtZjEyNC00MjkxLWE5NmYtNGQzNWI0MmE1NzJkXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 38m,2024
Beneath the Light,"Jacob takes a job at an isolated lighthouse, hoping to reconnect with a childhood friend. As strange events unfold, he grapples with reality, anxiety, and fractured memories while finding romance and an unexpected bond with the owner.",5.5, (216,"https://m.media-amazon.com/images/M/MV5BZTZiMDlmNTctYzUxMi00YjAyLTgzMzQtZDgzZDg4OTM4YTk5XkEyXkFqcGc@._V1_QL75_UY133_CR7,0,90,133_.jpg",1h 33m,2024
Fighter,A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,6.2, (54K,"https://m.media-amazon.com/images/M/MV5BZjdkNDRjNzEtZDY1MS00ZDZkLWJjYzAtZWM0MzEwMjdmY2MxXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 46m,2024
Exhibiting Forgiveness,"A Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they struggle and learn that forgetting might be a greater challenge than forgiving.",7.0, (1.7K,"https://m.media-amazon.com/images/M/MV5BZGM1NmQ3ZmUtZWRmYi00Yjk3LTg0YjktZWVkMjZlZjgyOTAyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 57m,2024
The Courier,Follows a hustler and his rise to the top of the corruption that surrounded the real estate bubble after the arrival of the euro in Spain.,6.1, (5.7K,"https://m.media-amazon.com/images/M/MV5BMzY5NjdlOGYtNTY4Yi00MTdjLTg2ZTYtMGQ5OGI3MTQ5OTkxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 41m,2024
All Is Fine in '89,"With the backdrop of the Berlin Wall being torn down, the senior students - and even teachers - at Romano High are prepping for the last field party of the decade - and for some, the last party of their lives.",5.7, (123,"https://m.media-amazon.com/images/M/MV5BOTU2N2VhODAtMzk4My00OThmLWEwNWYtYzVhNDI3YmIwMzYwXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 40m,2024
The Front Room,"It tells the story of a newly pregnant couple who are forced to take in an ailing, estranged stepmother.",4.7, (6.6K,"https://m.media-amazon.com/images/M/MV5BNDIwNTNlMzAtYjkzNi00MDNjLWFlOGYtNDI1MDdkNWQwOWIwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 34m,2024
Grave Torture,Telling about the punishment of the grave which occurred after a man was buried.,6.1, (3.5K,"https://m.media-amazon.com/images/M/MV5BNzdkZmQ2MjUtOTdiMC00ODQ4LThlYmMtZDU3YjY1NDRlNTM3XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 57m,2024
One to One: John & Yoko,"Set in 1972 New York, this documentary explores John and Yoko's world amid a turbulent era. Centered on the One to One charity concert for special needs children, it features unseen archives, home movies, and restored footage.",7.2, (1.5K,"https://m.media-amazon.com/images/M/MV5BODdlMjhkODYtYWI1My00NTAxLWFkMzItZWE4MzQ4YzFjZGMwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 41m,2024
Romance on the Ranch,"Sara sells her place and buys a camper to find happiness. Her truck breaks down, and she meets two brothers, Porter and Aiden, who smitten with her and soon she begins to have feelings for them both.",6.8, (611,"https://m.media-amazon.com/images/M/MV5BNmVhMWUyMGYtNTkzNS00MTIwLTg4YzctNTNjODgzNWRlZGU5XkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 28m,2024
Inheritance,"After the death of eccentric inventor Jan Peszek, a family gathers to inherit his fortune. Unexpectedly, he prepares a last game to test their reconciliation and teamwork.",5.1, (4.2K,"https://m.media-amazon.com/images/M/MV5BOTdhM2I5NGYtOWM0My00NDI3LTg3YWEtNTUyNzdiNDdlZDQ2XkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 34m,2024
Holy Cow,"Totone's carefree teenage life of drinking and dancing takes a turn when he must provide for his 7-year-old sister. Seeking income, he channels his energy into producing an award-winning comté cheese to claim a competition prize.",7.0, (4.2K,"https://m.media-amazon.com/images/M/MV5BNmMwMjRjMWQtZDhmYy00MGY5LThiODgtYjE4YWQzZmYwNjIzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 32m,2024
Spin the Bottle,The story of a group of teenagers in small town Texas who unleash a deadly force after playing the famous game in an abandoned house where a grisly massacre once took place.,3.6, (1.6K,"https://m.media-amazon.com/images/M/MV5BZmJjOWJkZmUtZmFhMi00NTg1LWI5Y2QtNTYxOGI4N2M2NDhlXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 4m,2024
Avicii - I'm Tim,"This is the story of Tim Bergling, a shy and insecure boy who, without realizing it, suddenly created one of the world's most loved artists - Avicii.",7.7, (8.3K,"https://m.media-amazon.com/images/M/MV5BYmJiNjAyZmMtOTkyOS00ZmI0LWI0MWMtYmQ0ZDQzYWU1NDVlXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 35m,2024
Amar Singh Chamkila,"Follows the life of pop star duo Amar Singh Chamkila and Amarjot Kaur, whose songs that were social commentaries or devotionals became massive hits in the 80's.",7.8, (17K,"https://m.media-amazon.com/images/M/MV5BYTc1NzAwMGItZWNiNS00ZWI4LWE0ZTEtMmI4OTcyODYzZWQ2XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 25m,2024
Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",6.4, (9.4K,"https://m.media-amazon.com/images/M/MV5BZWQ0OTAzMjMtNTJkYS00ODUwLTg5NGYtYTUwOWMzZjU1NThlXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 51m,2024
Love Across Time,A real estate inspector working in England at an old Georgian manor accidentally opens a portal to its 18th-century past and its dashing then-owner.,7.0, (1.2K,"https://m.media-amazon.com/images/M/MV5BOTVlY2JlNGQtOWMwZC00OWQ2LThkM2MtNmI1ODAxNjI3ZDUwXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 36m,2024
Armor,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.,3.6, (5.5K,"https://m.media-amazon.com/images/M/MV5BMGFiM2VkMmUtZWU5Yy00NjAyLWEwN2QtNGQ4OGQ2ZGE3MDZjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 29m,2024
El 47,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom.",7.2, (4.9K,"https://m.media-amazon.com/images/M/MV5BMTY2ZmY3MGEtMjkyNi00OWU4LTk3YWItZmRkNTk1OTA4YmE1XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 50m,2024
Sound of Hope: The Story of Possum Trot,"The true story of Donna and Reverend WC Martin and their church in East Texas, in which 22 families adopted 77 children from the local foster system, igniting a movement for vulnerable children everywhere.",7.1, (2.5K,"https://m.media-amazon.com/images/M/MV5BOTkzYmNlZjQtYTRhMC00OWEyLTlmOGEtNGZmNTllMWExMGU1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 10m,2024
Sookshma Darshini,"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister.",7.8, (13K,"https://m.media-amazon.com/images/M/MV5BZDBmY2U2MGUtMWIxNi00ZWNjLTg5OWMtZWFhNDU0M2I4OTIzXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 22m,2024
The Last Breath,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,4.7, (3K,"https://m.media-amazon.com/images/M/MV5BY2Q3MjQ3ZjMtMmQ3My00MTNlLWI5NzEtYzJjMTE3OWQyNjQ3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 36m,2024
Let's Start a Cult,"After missing out on a long-awaited mass suicide, an obnoxious cult member teams up with his former leader to gain a new following.",5.9, (2.1K,"https://m.media-amazon.com/images/M/MV5BMzlmNTMyMGUtMDBmYi00NTI2LTg0YjYtMTZhM2JmMDg2MjkyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 30m,2024
How to Date Billy Walsh,"Follows a pair of childhood friends: Amelia and Archie. Archie has always kept his love for her a secret, but just as he builds up the courage to declare his feelings, Amelia falls for Billy Walsh, the new transfer student.",5.2, (4.3K,"https://m.media-amazon.com/images/M/MV5BM2Y2NDRkYzAtZDVkNi00OGI5LWEyOWYtYmJkYjk0NTEyMDJjXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 38m,2024
Gunner,"Lee Gunner tries to save his sons, Luke and Travis, from a dangerous drug gang.",3.1, (3.3K,"https://m.media-amazon.com/images/M/MV5BNTIxZDA0NjctZWVjMi00NDIwLWI1YTUtZDY5M2E0NTI3Njg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 46m,2024
Matt and Mara,"A young professor struggles in her marriage, only to meet Matt, a man from her past who wanders onto her university campus.",6.5, (1.4K,"https://m.media-amazon.com/images/M/MV5BODNlYmQ5ZDgtOTgyMC00MTBlLThjNWQtNGYwNGE3OWRhZTQzXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 20m,2024
The Goat Life,"An Indian man seeking work follows a job lead to Saudi Arabia, only to find himself forced to labor without pay as a goat herder in the remote desert.",7.1, (50K,"https://m.media-amazon.com/images/M/MV5BMjJiNjk2MzgtYWIzNy00Yzc0LTg4YzUtYjQ5OGZjZTc1YjU0XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 53m,2024
The Great Lillian Hall,"Lillian Hall, a Broadway actress, has never missed a performance throughout her long, illustrious career. Yet in the rehearsals her confidence is challenged. People and events conspire to take away her ability to do what she loves most.",7.3, (2.4K,"https://m.media-amazon.com/images/M/MV5BMDIzMWI0MDUtYjVhZi00OWMyLWE5ZmEtYWMyMWVlNjcyYjZkXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 50m,2024
Macbeth,"Macbeth encounters witches who foretell his kingship. Lady Macbeth hatches a plot to seize the throne. Guilt and paranoia consume them as rebellion and Lady Macbeth's spiral lead to their downfall, prophecies' sinister unraveling.",7.9, (191,"https://m.media-amazon.com/images/M/MV5BM2UyODI0MjMtZjk0ZS00MTkzLWEwNDUtOTkxMzRhZjA5MzcyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 36m,2024
Haikyu!! The Dumpster Battle,"Despite a strong field, the Karasuno High volleyball team advances past the preliminary round of the Harutaka tournament in Miyagi prefecture to reach the third round.",7.7, (7.7K,"https://m.media-amazon.com/images/M/MV5BZWFiNmRkY2MtN2ViZC00MzhhLWI0YWYtNzVlZWFmZDI3ZjE3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 25m,2024
Kill the Jockey,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey is pregnant by Remo and has to decide between child or continuing to race. They both race for Sirena, a businessman who saved Remo's life in the past .",6.3, (2.9K,"https://m.media-amazon.com/images/M/MV5BM2M2ZWQ4MDctMmEwZi00MDM1LTg1ODgtMTc2Y2Y4ZTg4NzdmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 36m,2024
"Beautiful Evening, Beautiful Day","Four close friends are renowned filmmakers in Yugoslavia in the 1950s, but their sexual orientation raises suspicion. A communist party loyalist is sent to sabotage their lives, turning their pursuit of freedom into a battle for survival.",8.2, (504,"https://m.media-amazon.com/images/M/MV5BNzhhYzc2YzQtZjAwZi00ZjNjLWE4ZDEtOWU4MWIyN2VhODhjXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 17m,2024
#MissingCouple,"A real #vanlife couple were on an adventure to renovate an abandoned farm in middle-of-nowhere Mississippi. Cameras blazing, they chronicled their project on social media. But the farm was full of disturbing surprises, especially at night.",5.3, (1.2K,"https://m.media-amazon.com/images/M/MV5BNDcwNTA1NjMtMzQ1YS00NzdmLWFkMzAtMmQyMzM5YmUwMjg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 33m,2024
Escape from the 21st Century,"Three friends discover they have the power to travel back and forth 20 years with a sneeze. However, the future is not as good as they hoped, and they need to take on the responsibility of saving the world.",6.4, (1.5K,"https://m.media-amazon.com/images/M/MV5BOTc5MDJkZGYtNjc1Mi00ZDhkLTk5ODktYzkyMzg1M2U3NWMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 38m,2024
Reading Lolita in Tehran,The autobiographical story of a fearless teacher who secretly gathers seven of her female students to read forbidden Western classics in revolutionary Iran.,6.1, (1.1K,"https://m.media-amazon.com/images/M/MV5BMjg4MzU2OTAtYjBmMy00OTQ0LWJhZGEtN2IzZjc3OTRiYmM1XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 48m,2024
Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,5.6, (6.4K,"https://m.media-amazon.com/images/M/MV5BYmIwZTg5OTktOWM2YS00MjA5LWFlOWEtZTY0ZTk1MWZlNjgzXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 32m,2024
Ultraman: Rising,"Ken Sato is a superstar baseball player who returns to Japan to become the latest hero to carry the mantle of Ultraman. However, he is compelled to raise a newborn kaiju monster, the offspring of his greatest enemy, as his own child.",6.9, (7.3K,"https://m.media-amazon.com/images/M/MV5BYzlhM2QwZDktNTdhOS00NGFjLTkxMzQtZmVmZDFlYzgxZjUxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 57m,2024
Dead Mail,"An ominous help note finds its way to a 1980s post office, connecting a dead letter investigator to a kidnapped keyboard technician.",6.0, (3.3K,"https://m.media-amazon.com/images/M/MV5BYzVkYmRjZDgtMjdlYy00ODRjLWJjNmUtNGQ0ZmQyN2ZmNmI3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 46m,2024
The Ties That Bind Us,"Exploring the challenges of modern family structures, the film follows a single father, a feminist librarian and a child seeking a place to belong as they navigate love and desires. It questions what it means to be a family.",7.2, (1.6K,"https://m.media-amazon.com/images/M/MV5BMGYzMjhlYTQtZTYwMi00ZWYxLTllZjAtZDNiZjg4ODYzOWIzXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 46m,2024
The American Society of Magical Negroes,A young man is recruited into a secret society of magical black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.,3.8, (13K,"https://m.media-amazon.com/images/M/MV5BYTk0YWRlNjAtY2NhZi00MWIxLWIwMTUtMmJhOTcwMjM1MzlhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 44m,2024
My Hero Academia: You're Next,"Deku, Bakugo, Todoroki and the rest of U.A. High Class 1-A must face off against Dark Might and the obscure crime organisation under his control, the Gollini Family.",7.0, (3.7K,"https://m.media-amazon.com/images/M/MV5BNGVmZDJhNjItYzdlOC00ODA2LWFkYjctY2NmMzNiZTQ2NTVjXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 50m,2024
Premalu,"Sachin's quest for love takes unexpected turns, creating a laughter-filled love triangle.",7.8, (23K,"https://m.media-amazon.com/images/M/MV5BZmYzYjA5OTktNTJlMy00NmU2LTk0M2ItOTc2NDlhOTI1ODAzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 36m,2024
The Good Teacher,"When a Literature teacher is confronted with a teenage student's complaint of inappropriate behavior, he is called upon to fight to protect his name, his position in the school, and his longtime gay relationship, which no one knows.",6.6, (2.5K,"https://m.media-amazon.com/images/M/MV5BYWU3N2RjNGMtNTAwOS00MDQyLThjYjItZDM0NWYyNjY3NDdhXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 31m,2024
Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?",5.6, (4.3K,"https://m.media-amazon.com/images/M/MV5BY2M2N2NiZjEtZDYwZi00YzlhLWFkZDEtMzRhNmE4MzM4YjliXkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 34m,2024
Goyo,"A young autistic museum guide lives by a strict routine until he falls in love with his coworker and must confront a whirlwind of new, intense emotions.",6.6, (2.4K,"https://m.media-amazon.com/images/M/MV5BYWVlOTUzN2UtNWEyMC00NTM5LTlmOWQtY2Q3ZDdmODI2YTc5XkEyXkFqcGc@._V1_QL75_UY133_CR3,0,90,133_.jpg",1h 46m,2024
Everyone Is Going to Die,An entrepreneur is attempting to reconnect with his daughter on her Birthday. The party is interrupted and they are taken hostage by two masked female robbers who appear to have real problems with the Patriarchy.,3.8, (655,"https://m.media-amazon.com/images/M/MV5BZjgyM2ZkYzYtNjE3OC00ZGE2LTkyMzktZjY4NjgxOWY2MmE4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 24m,2024
Lola,"Lola James works to save enough money to get her little brother, Arlo, out of their toxic home. Arlo keeps her hopeful, until one tragic night, when her whole world gets uprooted. From that moment on, nothing will ever be the same.",3.8, (1.3K,"https://m.media-amazon.com/images/M/MV5BZjI3MTEyODgtYjZiMi00ODY1LWIzMjgtNTRmNGI2OTVlNjljXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 24m,2024
Through My Window: Looking at You,"After the events of the summer, Ares and Raquel can't find a way to carry on their relationship and decide to go their separate ways. When they see each other again in winter, the love and attraction they feel for each other is undeniable.",5.5, (6.6K,"https://m.media-amazon.com/images/M/MV5BOWNiNTAwOWItNjY4NC00MzY1LTk5NzEtYzE0Mzk2YWNhMjc2XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 45m,2024
Maldoror,"Two girls vanish. Police recruit Paul Chartier joins a covert unit tracking a sex offender. After the operation falters, Chartier pursues the perpetrators independently, disillusioned with legal constraints.",6.6, (1.9K,"https://m.media-amazon.com/images/M/MV5BYzNiODkyODAtN2ZlZS00ZjJmLWI3YWQtYjU5YzBiYzg5Njk5XkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",2h 35m,2024
A Little Something Extra,"To escape the police, a son and his father find refuge in a summer camp for young adults with disabilities, posing as a resident and his educator. The beginning of trouble and a wonderful human experience that will change them forever.",7.0, (6.3K,"https://m.media-amazon.com/images/M/MV5BZTAwODk4M2UtNjEyZC00Y2QzLWJlZDEtNjY2YmE5NGExMzVjXkEyXkFqcGc@._V1_QL75_UY133_CR4,0,90,133_.jpg",1h 39m,2024
