Movie Name,Storyline,Rating,Voting Count,Image URL,Duration,Year
Succubus,"A new father struggling with fatigue, emotional insecurities, and a failing marriage joins a dating app, only to swipe right on what may be an inhuman presence.",4.7, (2K,"https://m.media-amazon.com/images/M/MV5BMzg0N2M4YmYtNzJlNi00MzkyLWJlMDQtNTczODZkMjg5ZTY5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 43m,2024
Solo Leveling: ReAwakening,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate.",8.7, (16K,"https://m.media-amazon.com/images/M/MV5BYTIwYzk3YmQtZmMwNS00ZDAwLTk5Y2MtOTEwODFlZmExMzliXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 1m,2024
Spermageddon,"Two narrative threads - one is an emerging love story between two awkward teens, John and Lisa, who are having sex for the first time and the other is an eventful quest of Simon the Semen and his friends to reach the golden goal, the Egg.",5.4, (3.6K,"https://m.media-amazon.com/images/M/MV5BMWI4Njg0ODktNWQyMC00ODE0LThmMDAtYmFiN2MwMThmY2MzXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 20m,2024
Force of Nature,Five women participate in a hiking retreat but only four come out the other side. Federal agents Aaron Falk and Carmen Cooper head into the mountains hoping to find their informant still alive.,5.9, (9.4K,"https://m.media-amazon.com/images/M/MV5BMDU0MzIwZmYtNDQ0OS00YzljLThhMGUtNDk4MzRiODc5Zjk4XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h,2024
Azrael,"In a world where no one speaks, a devout female-led community hunts down a young woman who has escaped imprisonment. Recaptured, Azrael is due to be sacrificed to an ancient evil in the wilderness, but fights for her own survival.",5.3, (14K,"https://m.media-amazon.com/images/M/MV5BN2JmOGJiYTEtYjVlOC00YzFkLTliODAtOTI3OGVlNDc2MmZmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 26m,2024
Hide N Seek,"Vaishnavi, a determined investigator, discovers a disturbing link between multiple murders, taking her on a dangerous quest to unveil a dark conspiracy in this gripping Indian crime drama.",8.6, (2.3K,"https://m.media-amazon.com/images/M/MV5BZjNkZDFlNjUtNDhjOS00ZTA0LWEwMWUtMDllYWRkNGUzZmMxXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",2h 14m,2024
Absolution,"An aging gangster attempts to reconnect with his children and rectify the mistakes in his past, but the criminal underworld won't loosen their grip willingly.",5.2, (11K,"https://m.media-amazon.com/images/M/MV5BYWRiM2ViOGItNGVjZS00NzZhLTlhMjAtZDIzMDJmODc0NzdhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 52m,2024
Blue Sun Palace,"When tragedy strikes, an unexpected bond forms between two migrants in the Chinese community of Queens. Far from home, their labor-filled lives intertwine as they grieve and search for familial connections.",6.6, (563,"https://m.media-amazon.com/images/M/MV5BMGQ2NDgxOTktNTFjNS00YzFmLTlmMGUtYzUyZmM4MTEyZTg0XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 56m,2024
Kishkindha Kaandam,"Strange events unfold in a monkey-inhabited village, prompting a newlywed pair and forest officials to embark on a mission to uncover the root cause of the peculiar disturbances.",8.0, (16K,"https://m.media-amazon.com/images/M/MV5BNjBkNDMzYzktZjBjMy00ZmU3LTk0MDEtNzAzNGFjMGE4MDQyXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 13m,2024
18×2 Beyond Youthful Days,"Ami, a Japanese backpacker, and Jimmy work together at a KTV. They bond over work and adventures, but Ami leaves suddenly. Eighteen years later, Jimmy finds a postcard from Ami, sparking a journey to Japan to find closure and reconnect.",7.4, (2.8K,"https://m.media-amazon.com/images/M/MV5BNjc1MTc5M2ItMmJiMi00ZmYyLWJkNWItMTcyOTYyOGQ3OGY3XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 3m,2024
Sister Midnight,A genre-bending comedy about a frustrated and misanthropic newlywed who discovers certain feral impulses that land her in unlikely situations.,5.7, (3K,"https://m.media-amazon.com/images/M/MV5BZjE4M2Y0YmYtZWVmMi00NjA2LThhODAtZWI0NDdiOWUxOWE5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 47m,2024
Damaged,Chicago detective Dan Lawson travels to Scotland to link up with Scottish detective Glen Boyd following the resurgence of a serial killer whose crimes match an unsolved case he investigated 5 years previously.,4.7, (9K,"https://m.media-amazon.com/images/M/MV5BMjY2MjllMTgtMzhlOC00NGQ5LTg3YjctMmMzZDExNTkwMTY0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 37m,2024
Never Let Go,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,5.4, (18K,"https://m.media-amazon.com/images/M/MV5BNmNmMzZlN2QtNjI2Mi00NjNlLWI2M2QtZWUxNzg2OGY5MGIyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 41m,2024
Went Up the Hill,"Jack ventures to remote New Zealand for the funeral of his estranged mother and meets her widow Jill. But his mother's spirit returns to inhabit each of their bodies, instigating a life-threatening three-way nocturnal dance.",5.4, (465,"https://m.media-amazon.com/images/M/MV5BNmU5NTllNjYtZDFhMi00MTVkLThlYjYtYWY4MjZlZDM3M2U4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 40m,2024
Reagan,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office.",6.2, (13K,"https://m.media-amazon.com/images/M/MV5BNDg3NjY2ZGUtNzcwNy00NjFhLWJhZDMtNmIyM2JkYzE5YTI1XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 21m,2024
Hidden Face,"Seong-jin, a conductor, and Su-yeon, a cellist, are engaged. Su-yeon disappears, leaving a video. Mi-joo replaces Su-yeon and develops a secret relationship with Seong-jin. They feel watched as their bond deepens.",6.2, (1K,"https://m.media-amazon.com/images/M/MV5BNzE2OWMzMDAtZTAwMS00YzBlLWE5Y2MtOWZjYWE5Mzg3ZTIwXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 55m,2024
Code 8: Part II,Follows a girl fighting to get justice for her brother who was slain by corrupt police officers. She enlists the help of an ex-con and his former partner to face off against a highly regarded and well-protected police sergeant.,5.7, (17K,"https://m.media-amazon.com/images/M/MV5BM2M3N2JhNmQtMjc0OS00OGM1LWJjYjYtZmRhODBmYzM0N2M1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 40m,2024
On Becoming a Guinea Fowl,"On an empty road in the middle of the night, Shula stumbles across the body of her uncle. As funeral proceedings begin around them, she and her cousins bring to light the buried secrets of their middle-class Zambian family.",7.0, (2.5K,"https://m.media-amazon.com/images/M/MV5BMWU4ODUyOWYtMDdjOC00NzA1LWJmNDQtYjcxMWE1NDA3MGE2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 39m,2024
Persona,"A woman wakes up locked in a house, injured with no memory. She's terrified and a little relieved to find a woman bound in another room. These 2 strangers must work together to figure out what's really going on before the door is unlocked.",4.0, (34,"https://m.media-amazon.com/images/M/MV5BMzNhYWFiMzItMzc2OC00YTVhLTk2M2MtZDkyYWM4YThmYjljXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",2h 21m,2024
"Husband, Father, Killer: The Alyssa Pladl Story","Alyssa has a relationship with abusive Steven as a teen, has his child but gives it up for adoption. Years later, their daughter seeks them out, and Steven manipulates her into an affair, neglecting his family.",6.3, (509,"https://m.media-amazon.com/images/M/MV5BNjZhMTNhMDMtNmU4Ny00ODBmLWE1MDgtMDNjYmNkZTRmZjU4XkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 27m,2024
Dirty Angels,It centers on a group of female soldiers who disguise themselves as medics to rescue a group of teenagers caught between ISIS and the forces of the Taliban.,4.6, (6.7K,"https://m.media-amazon.com/images/M/MV5BNGZlN2RmM2MtODgyYS00MGJiLWE4OGEtNzJiMjlhMzVjZDc0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 44m,2024
Humane,"In the wake of an environmental collapse that is forcing humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.",5.5, (9.2K,"https://m.media-amazon.com/images/M/MV5BNzc0OWI4NGItNzEwOC00MDBiLWI0NjAtMDBmZmY5Mzc2MzFhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 33m,2024
Slingshot,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan.",5.7, (12K,"https://m.media-amazon.com/images/M/MV5BMWQyZGNlODctNGFkOC00NzNlLTk1YTItZDgzMDc1OGZiMjlhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 48m,2024
Twilight of the Warriors: Walled In,"Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way.",6.9, (12K,"https://m.media-amazon.com/images/M/MV5BYTIzODllOTItMmQ3ZC00Yzg0LTg3NjgtZjBiODNmYzViYTE0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 6m,2024
My Favourite Cake,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening.",7.4, (9.7K,"https://m.media-amazon.com/images/M/MV5BNGViZWIzYzUtNGY1ZS00OGU4LWI1ZTQtYjE1YjFkY2U4ZDNhXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 37m,2024
Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark.",6.3, (19K,"https://m.media-amazon.com/images/M/MV5BMzgwNGU0NzEtZjMyMy00Mjc5LWFiMmYtMzIxNmY1OTIwYmU3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 33m,2024
Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,6.2, (15K,"https://m.media-amazon.com/images/M/MV5BYzBlM2E0M2EtMjBhNy00NTEwLWJlZTgtNTg5NGFiYTNmNGZkXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 52m,2024
Drive Back,A couple returning from their engagement party must escape a sinister and seemingly endless road.,4.5, (1.2K,"https://m.media-amazon.com/images/M/MV5BMDZmZjE3MWItYjM1Ny00NTkzLTk5YTAtYmVmZTkxYzIwNGY2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 34m,2024
Vermiglio,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life.",6.9, (6.8K,"https://m.media-amazon.com/images/M/MV5BNjdhZTg5NjUtYjg5Ny00NDc3LWI2NzUtYjY4NDMxZjQ4NjVmXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 59m,2024
Griffin in Summer,"Fourteen-year-old Griffin Nafly is the most ambitious playwright of his generation. But once he meets handsome twenty-five-year-old handyman Brad, his life and play will never be the same.",6.8, (1K,"https://m.media-amazon.com/images/M/MV5BZTQ1MGM4MmYtMzhmYy00NThiLTlmZTUtZGRmYjQ4NjU3NWY5XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",1h 33m,2024
You Can't Run Forever,A teenage girl suffering from anxiety due to a tragic event from her past finds herself hunted through the woods by a sociopath on a murderous rampage.,4.5, (4.7K,"https://m.media-amazon.com/images/M/MV5BYmI4YWY1YzktOWQzYy00NDE2LWEzOTYtNDE5ZjNjODY5ZWM2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 42m,2024
Under Paris,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",5.2, (39K,"https://m.media-amazon.com/images/M/MV5BMDM5ODBiN2ItOTk4Yi00NzgyLWE2YTktYzhjYTc2ODE4ZTE4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 44m,2024
Beautiful Wedding,"After a crazy night in Las Vegas, Abby and Travis discover that they're married, and they head to Mexico for a honeymoon with friends and family.",4.1, (5K,"https://m.media-amazon.com/images/M/MV5BYzI0ODkyYjktODRmNS00YWMzLThhMDgtNGY1YjRlMDM4MDI5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 40m,2024
Lazareth,"Lee protects her orphaned nieces Imogen and Maeve from a self-destructing world, raising them in isolation until an outsider threatens their peaceful existence.",4.4, (1.2K,"https://m.media-amazon.com/images/M/MV5BZTBkNGVlMzMtZWIzOC00ZmQ2LWE3YTctYjgyZmFkODc0OTIzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 26m,2024
The Piano Lesson,"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano.",6.2, (5.6K,"https://m.media-amazon.com/images/M/MV5BMzQzOWY5ZmUtNGVkNi00NWIzLTliMWMtNDNkYmRjMTBiOTVlXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 7m,2024
Players,"A sports writer unused to relationships falls for a fling, leading her to reconsider playing the field in favor of commitment.",5.7, (13K,"https://m.media-amazon.com/images/M/MV5BODE0ZjhhY2UtYjcxZi00ZWVlLTlkYTAtM2RmOTIyMjM1ZGQ5XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 45m,2024
Uprising,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides.",6.6, (7K,"https://m.media-amazon.com/images/M/MV5BZDgyZjcxNzYtNGRkYi00NGEwLTgzNTgtZDBkODRjNWFiNGI2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",2h 6m,2024
Lowlifes,The survival instincts of a road-tripping family are put to the test when they have no other choice but to stay the night at a remote homestead.,6.2, (7.6K,"https://m.media-amazon.com/images/M/MV5BZjExY2U3YWUtYTQ1ZS00YWY3LTg0NzQtOTk5YTNhN2Q2Y2U2XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 30m,2024
Barron's Cove,"After his son is killed, a father abducts the child responsible, hellbent on revenge.",6.1, (1.7K,"https://m.media-amazon.com/images/M/MV5BZWI5ZjM5ZjEtYWM4Yi00OTkyLThjMWEtYjgzNTczNjA3YTU1XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 56m,2024
Peacock,"Matthias masters impersonating roles for hire: cultured boyfriend, perfect son, sparring partner. Professionally adept at pretending daily, his true challenge lies in being himself.",7.1, (2.1K,"https://m.media-amazon.com/images/M/MV5BOTJmOTg0MWYtYWFmMC00MTk3LTk4ZjgtZTgwM2ZjMTYzOWRlXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 42m,2024
Sharp Corner,A dedicated family man becomes obsessed with saving the lives of the car accident victims on the sharp corner in front of his house - an obsession that could cost him everything.,5.9, (4.6K,"https://m.media-amazon.com/images/M/MV5BMzA4ZWIyNDEtMDdkMi00ODlhLTljZWYtNWNlNDBkMmNlZTA0XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 50m,2024
Diane Warren: Relentless,"The untold story of a legendary songwriter. Featuring Cher, Common, Jennifer Hudson, Gloria Estefan, Kesha, LeAnn Rimes, and more.",6.4, (527,"https://m.media-amazon.com/images/M/MV5BMTQ3YzZhMjctYTM3MC00YjZhLWE1ZjQtOGRlNjM2OTRmZGE3XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 31m,2024
Suncoast,"While caring for her brother along with her audacious mother, a teenager strikes up a friendship with an eccentric activist who is protesting one of the most landmark medical cases of all time.",6.7, (8.1K,"https://m.media-amazon.com/images/M/MV5BYmU1ZTliMWItODJkOC00ZWFhLTlkYmItMGIxNTdkOGYyNDk1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 49m,2024
The Thicket,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket.",5.9, (5.6K,"https://m.media-amazon.com/images/M/MV5BZjNiN2NhZWYtOWI0MS00MTQxLTkzMjYtMTUwMmUwMTVlOTA2XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 45m,2024
Decibel,"When a struggling singer-songwriter gets the opportunity of a lifetime to work with a tech-obsessed music producer, her art and life are put in peril as she is forced to help create the perfect AI music algorithm.",6.0, (26,"https://m.media-amazon.com/images/M/MV5BM2M1Mzc1YjQtNzM5ZS00ODIxLWI1YzAtYTBhYjZhODMyNThiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 19m,2024
Imaginary,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.,4.8, (19K,"https://m.media-amazon.com/images/M/MV5BM2Q2NjYzYzItNjAzYi00YzAwLWIyN2EtNDJkMzZkZGM1NTc2XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",1h 44m,2024
Badland Hunters,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists.",6.0, (13K,"https://m.media-amazon.com/images/M/MV5BZDljZjg4OWYtYzVkYi00ZTVjLWI2YzYtMzc0YjQyOWVlMjYxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 47m,2024
Sweethearts,"Two college freshmen pull a ""Turkey Dump"" and break up with their high school sweethearts over ""Drunksgiving"" - the one chaotic night before Thanksgiving in their hometown that puts their codependent friendship to the test.",5.5, (4.8K,"https://m.media-amazon.com/images/M/MV5BYWIwMzc4Y2ItMWEzOS00MzI2LTkyZTQtYTMxMjEwMGRiOThjXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 38m,2024
Lucky Baskhar,A cash-strapped cashier working at a bank embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,8.0, (41K,"https://m.media-amazon.com/images/M/MV5BMjEzN2ZjYjUtZTI3NC00MzMyLWJiNDAtMDBiZGEzNTBiY2RkXkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg",2h 28m,2024
Blood Star,A petty thief driving through the New Mexico desert finds herself the target of a psychopathic small town sheriff who views his badge as a license to prey on vulnerable young women. She must use all of her street-smarts to survive.,6.0, (6.9K,"https://m.media-amazon.com/images/M/MV5BNWY3N2JkZDQtODlkYS00NzEwLTkzN2EtMDljNTM4MDA3YTkzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",1h 37m,2024
Werewolves,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.",4.4, (9.7K,"https://m.media-amazon.com/images/M/MV5BOTc3NDA5ODQtYjQzYS00NWE3LWE1YjYtNjAxNzlhOTE4NjAzXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 33m,2024
The Fix,"In a future with toxic air, a model takes a drug causing a transformation. She tries reversing it but learns her mutations could save humanity.",4.7, (2.2K,"https://m.media-amazon.com/images/M/MV5BZTc4ZjM2YTktYmNmNS00ZGNmLWJiYTYtMmU3Y2Q3OTdkYjgyXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 38m,2024
My Dead Friend Zoe,"Engaged in a mysterious relationship with her dead best friend from the Army, a female Afghanistan veteran comes head to head with her Vietnam vet grandfather at the family's ancestral lake house.",6.5, (3.8K,"https://m.media-amazon.com/images/M/MV5BZGVmODBmMDItYjQxMi00ZDU5LWFhOWEtZGU4YzRkNzM1Nzg3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 43m,2024
Article 370,"Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region.",7.8, (27K,"https://m.media-amazon.com/images/M/MV5BYTQxMDgwYmItODQxNi00OWMxLWJlMDYtODk3NmRhN2FlMWFjXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",2h 38m,2024
Traumatika,Mikey's night terrors become reality when his mother begins showing signs of demonic possession. What he's about to experience will haunt him for the rest of his life and claim countless lives across generations.,5.1, (1.9K,"https://m.media-amazon.com/images/M/MV5BMDY2MmQ3MDQtYTEzZS00MTUzLWE0MjctYzA0Y2FhMTZiNDUyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 22m,2024
Armand,"Armand, a 6-year-old boy, is accused of crossing boundaries against his best friend at elementary school.",6.1, (4.4K,"https://m.media-amazon.com/images/M/MV5BODZlZTUyOWEtZTIyZC00NjA0LWIzZWMtNzFhMGYzZTA4NzExXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",1h 58m,2024
Ponyboi,"Unfolding over the course of Valentine's Day in New Jersey, a young intersex sex worker must run from the mob after a drug deal goes sideways, forcing him to confront his past.",5.7, (691,"https://m.media-amazon.com/images/M/MV5BMDBkYzFlNjEtMDJlZC00ODRhLTgxNTgtN2YyZWUwZjI4YzY0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 43m,2024
Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover the island they're on is inhabited by a serial killer.,5.3, (11K,"https://m.media-amazon.com/images/M/MV5BM2Y0YmZiN2EtMWMzZi00M2UzLWJlYzAtZDZlMzk2ZDg3Y2FhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 26m,2024
Motel Destino,"Under the burning sky on a roadside on the coast of Ceará, Motel Destino is the scene of dangerous games of desire, power and violence. One night, the arrival of young Heraldo definitively transforms the daily life of the place.",6.5, (2.7K,"https://m.media-amazon.com/images/M/MV5BN2FmODA0NzEtZTYzYy00YTlmLTliZDAtMzFiYjlhOWIzMzlkXkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",1h 55m,2024
Viva Verdi!,"Oscar nominated for Best Song, VIVA VERDI. is an intimate glimpse into lives of celebrated opera singers and musicians living our their 'third act' while mentoring music students at Casa Verdi Milan, built by Giuseppe Verdi in 1896.",6.3, (173,"https://m.media-amazon.com/images/M/MV5BYTQxMjZlNmItYmNkZS00ZmI3LTljZjYtYjQxODEyYzcwZDM1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 18m,2024
Carissa,A young woman who dreams of leaving small village life to live in the city breaks away from her grandmother's home only to be drawn into the care of her grandfather's mountain rooibos plantation.,6.5, (68,"https://m.media-amazon.com/images/M/MV5BMDkxNTMyMWItZTM2YS00OGQ1LTkyZWUtOGExMTc5ODNiYWE0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 29m,2024
The Remarkable Life of Ibelin,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world.",8.1, (15K,"https://m.media-amazon.com/images/M/MV5BY2I5MDFkYWYtZGJlMy00YjgwLWI5NWQtOTY4MjU4OGUwZTRjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 43m,2024
Uma Musume: Pretty Derby - Beginning of a New Era,"Uma Musume - they were born to run. Born with names from other worlds, sometimes with strange, sometimes with glorious histories, they inherit the souls of these names and run. Aiming only at the goal beyond our eyes.",7.7, (593,"https://m.media-amazon.com/images/M/MV5BMTlmYmQxZTktYTk3OC00MmViLWIzOTktOTk3OTAxYzYyNzQzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",1h 48m,N/A
Bad Genius,A group of seniors of an entrepreneurial high school team up to take down a rigged college admissions system.,6.3, (3.3K,"https://m.media-amazon.com/images/M/MV5BYjNiNTNlZTYtZTYzZS00MGIyLTlkYjMtYTEyNTlhM2NjYTEyXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 36m,2024
Woodwalkers,"Carag, a shapeshifting puma raised in the wild, joins Clearwater High, a school for Woodwalkers. With friends Holly (squirrel) and Brandon (bison), he navigates mysteries and dangers of the Woodwalker world.",5.0, (1.1K,"https://m.media-amazon.com/images/M/MV5BNmJiOTA2MjktM2EyOS00NGRhLTk0ZWUtMDhlMmYyMGE1YzhlXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 43m,2024
Loveable,"Maria juggles with four children and a demanding career while her second husband, Sigmund, travels all the time. One day they get into an ugly argument which led Sigmund to eventually ask her for a divorce.",7.5, (4.6K,"https://m.media-amazon.com/images/M/MV5BZGNlMWY4ZDUtZjYwYi00MjExLWIzNmItY2I1NThhN2Q5NzZmXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 41m,2024
Life After Fighting,"A martial arts instructor is confronted with the disappearance of two of his students, leading him into a direct confrontation with a group of international child traffickers.",6.4, (2.6K,"https://m.media-amazon.com/images/M/MV5BMWQ4MGJkMjctZjczNy00YTA0LTgxN2MtODAzNmVhZWJmYzAxXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",2h 6m,2024
Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them.",5.3, (5.1K,"https://m.media-amazon.com/images/M/MV5BZTczZjhiNDYtZjgyYS00NDAyLWEwZTAtN2FkZjQwODJlODhmXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 37m,2024
Frewaka,"Follow a student of nursing palliative care, who is plagued by a trauma from her past that has a disorienting effect on her present, her relationship, her career and her ability to function.",6.1, (3K,"https://m.media-amazon.com/images/M/MV5BM2IyNTI0MzQtNDJkOC00N2QzLTlmZGMtNTUxYWYyZDg3NzdlXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 43m,2024
Teri Baaton Mein Aisa Uljha Jiya,"Aryan is not able to find a perfect life partner. He meets a perfect girl, Sifra, during an official assignment in the US and falls in love with her only to discover later that it's an impossible love story.",6.2, (55K,"https://m.media-amazon.com/images/M/MV5BOThmN2E5MjctMjZjNC00M2U1LTkxZTMtMzQ3MjM0ODIzNjAxXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",2h 21m,2024
The Knife,"After the mysterious appearance of a stranger in their home, a young Black family must deal with the fallout of their choices, big and small, as a steadfast detective tries to crack the case over the course of one fateful night.",5.9, (440,"https://m.media-amazon.com/images/M/MV5BMGQxZGJmOGItY2NmNi00NjBlLWJjMDAtY2VjMDc0Yzk0ZTdmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",1h 20m,2024
A Sacrifice,"American social psychologist Ben Monroe investigates a local cult connected to a disturbing event, while his daughter becomes embroiled with a mysterious local boy.",5.0, (7.3K,"https://m.media-amazon.com/images/M/MV5BMjJiNzg4YzMtOGI1Yy00NjFlLWIwNTItMDVmMDY2NmNjM2U0XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",1h 34m,2024
